"template_id","segment_id","lifecycle_stage","goal_id","theme","message_title_en","message_title_hi","message_body_en","message_body_hi","cta_text_en","cta_text_hi","tone_used","hook_type","feature_reference"
"Dormant_Social_Day_1_Unpredictability_T2","4","inactive","Day 1","Unpredictability","Ready for a Challenge?","Challenge Ke Liye Ready?","Ignite your competitive spirit! See your scores and climb higher today.","Apna competitive spirit jagaao! Scores dekho aur upar jaao.","View Challenges","Challenges Dekho","Encouraging","competition_challenge","leaderboards"
"Dormant_Social_Day_1_Unpredictability_T3","4","inactive","Day 1","Unpredictability","Where Do You Stand Today?","Aaj Aap Kahan Ho?","Your friends are making moves! Find out your current rank on the leaderboards.","Aapke friends aage badh rahe hain! Leaderboards par apni current rank dekho.","See Your Rank","Apni Rank Dekho","Friendly","ranking_status","leaderboards"
"Dormant_Social_Day_1_Unpredictability_T4","4","inactive","Day 1","Unpredictability","Friends are Crushing It!","Friends Dhamal Macha Rahe Hain!","Don't miss out on the action. See how you compare to others on the leaderboard.","Action miss mat karo. Dekho doosron se kaise compare karte ho.","Compare Scores","Scores Compare Karo","Celebratory","social_comparison","leaderboards"
"Dormant_Social_Day_1_Unpredictability_T5","4","inactive","Day 1","Unpredictability","Track Your Progress!","Apni Progress Track Karo!","See your leaderboard position. Every practice counts.","Leaderboard par apni position dekho. Har practice important hai.","Track Now","Abhi Track Karo","Supportive","progress_tracking","leaderboards"
"Dormant_Social_Day_7_Unpredictability_T1","4","inactive","Day 7","Unpredictability","Keep Your Streak Alive, Unlock New Rewards!","Apni Streak Bachao, Naye Rewards Unlock Karo!","Every lesson adds to your progress and unlocks unexpected benefits. Don't break the chain!","Har lesson aapki progress badhayega aur unexpected benefits unlock karega. Chain mat todo!","Start Practicing","Abhi Practice Karo","Encouraging","nan","streaks"
"Dormant_Social_Day_7_Unpredictability_T2","4","inactive","Day 7","Unpredictability","Your Learning Journey Awaits!","Aapki Learning Journey Wait Kar Rahi Hai!","Maintain your streak and witness the incredible progress you can make. What will you achieve next?","Apni streak banaye rakho aur dekho aap kitni incredible progress kar sakte ho. Aage kya achieve karoge?","Continue Learning","Seekhna Jari Rakho","Motivational","nan","streaks"
"Dormant_Social_Day_7_Unpredictability_T3","4","inactive","Day 7","Unpredictability","Curious What a Longer Streak Can Unlock?","Janna Hai Lambi Streak Kya Unlock Kar Sakti Hai?","Daily practice reveals surprising milestones and boosts your learning. Discover your potential today!","Daily practice se surprising milestones aur learning boost hoti hai. Aaj hi apni potential discover karo!","Explore Benefits","Benefits Dekho","Friendly","nan","streaks"
"Dormant_Social_Day_7_Unpredictability_T4","4","inactive","Day 7","Unpredictability","Don't Let Your Streak Disappear!","Apni Streak Ko Gayab Mat Hone Do!","Many are building amazing streaks and discovering new skills. Join them and see what you can achieve!","Bahut se log amazing streaks bana rahe hain aur naye skills discover kar rahe hain. Join karo aur dekho!","Keep Streak Alive","Streak Bachao","Supportive","nan","streaks"
"Dormant_Social_Day_7_Unpredictability_T5","4","inactive","Day 7","Unpredictability","One Lesson, Keep Your Streak!","Ek Lesson, Streak Bachao!","Just a quick practice to protect your progress and uncover more learning surprises.","Bas thodi practice, apni progress bachao aur naye learning surprises dekho.","Practice Now","Abhi Practice Karo","Empathetic","nan","streaks"
"Dormant_Social_Day_14_Unpredictability_T1","4","inactive","Day 14","Unpredictability","Unlock Your Next Big Achievement!","Apna Next Big Achievement Unlock Karo!","Earn exclusive badges and rewards by completing new learning challenges today.","Naye learning challenges poore karke exclusive badges aur rewards jeeto.","Explore Badges","Badges Dekho","Encouraging","nan","badges_achievements"
"Dormant_Social_Day_14_Unpredictability_T2","4","inactive","Day 14","Unpredictability","Celebrate Your Learning Journey!","Apni Learning Journey Celebrate Karo!","There's a special new badge waiting for you to discover and claim.","Ek special naya badge aapka wait kar raha hai, jise discover karke claim kar sakte ho.","Claim Your Badge","Apna Badge Claim Karo","Celebratory","nan","badges_achievements"
"Dormant_Social_Day_14_Unpredictability_T3","4","inactive","Day 14","Unpredictability","What New Badge Will You Earn Today?","Aaj Kaun Sa Naya Badge Milega?","Dive back in to find out! Exciting challenges are ready for you.","Wapas aao aur pata karo! Exciting challenges aapka wait kar rahe hain.","Start a Challenge","Challenge Shuru Karo","Friendly","nan","badges_achievements"
"Dormant_Social_Day_14_Unpredictability_T4","4","inactive","Day 14","Unpredictability","Others Are Earning New Badges!","Sab Naye Badges Jeet Rahe Hain!","Join the fun and unlock your own unique achievements. Don't miss out!","Aap bhi apni unique achievements unlock karo. Miss mat karna!","See New Badges","Naye Badges Dekho","Motivational","nan","badges_achievements"
"Dormant_Social_Day_14_Unpredictability_T5","4","inactive","Day 14","Unpredictability","New Badges Await You.","Naye Badges Aapka Wait Kar Rahe Hain.","Complete a challenge, earn a new achievement today.","Ek challenge complete karo, naya achievement paao.","Earn a Badge","Badge Jeeto","Professional","nan","badges_achievements"
"Dormant_Social_Day_30_Unpredictability_T1","4","inactive","Day 30","Unpredictability","See Your Amazing Progress Report!","Apna Amazing Progress Report Dekho!","Unlock hidden speaking insights and track your incredible improvement over time.","Hidden speaking insights unlock karo aur apni incredible improvement track karo.","View My Report","Report Dekho","Encouraging","nan","progress_reports"
"Dormant_Social_Day_30_Unpredictability_T2","4","inactive","Day 30","Unpredictability","Ready to See Your Growth?","Apni Growth Dekhne Ke Liye Ready Ho?","Your practice has paid off! Discover your new speaking strengths and potential.","Tumhari practice kaam aayi! Apni new speaking strengths discover karo.","Check My Progress","Progress Check Karo","Motivational","nan","progress_reports"
"Dormant_Social_Day_30_Unpredictability_T3","4","inactive","Day 30","Unpredictability","What Have You Achieved Lately?","Kya Kamaal Kar Diya Tumne Lately?","Your personalized report is ready. See surprising improvements in your speaking skills!","Tumhara personalized report ready hai. Speaking skills mein surprising improvement dekho!","Reveal My Progress","Progress Reveal Karo","Friendly","nan","progress_reports"
"Dormant_Social_Day_30_Unpredictability_T4","4","inactive","Day 30","Unpredictability","Your Success Story is Waiting!","Tumhari Success Story Wait Kar Rahi Hai!","See how far you've come and inspire others with your unique learning journey.","Dekho kitni door aa gaye ho aur doosron ko inspire karo.","Share My Progress","Progress Share Karo","Celebratory","nan","progress_reports"
"Dormant_Social_Day_30_Unpredictability_T5","4","inactive","Day 30","Unpredictability","Your Progress Report is Here!","Tumhara Progress Report Aa Gaya!","Discover amazing insights into your speaking improvement.","Apni speaking improvement ke amazing insights discover karo.","View Report Now","Report Abhi Dekho","Supportive","nan","progress_reports"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","5","inactive","Day 1","Scarcity_and_Impatience","Your Exclusive Welcome Back Badge Awaits!","Aapka Special Welcome Back Badge wait kar raha hai!","Complete a quick challenge today to claim your achievement and restart your journey.","Aaj ek quick challenge complete karo aur apna achievement claim karke journey restart karo.","Claim Your Badge","Badge Claim Karo","Encouraging","nan","badges_achievements"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","5","inactive","Day 1","Scarcity_and_Impatience","Celebrate Your Comeback! Special Badge Awaits!","Apni comeback celebrate karo! Special badge pao!","Earn your unique Welcome Back badge with a quick challenge. Don't miss this!","Ek quick challenge se apna unique Welcome Back badge jeeto. Yeh chance miss mat karo!","Get My Badge","Apna Badge Lo","Celebratory","nan","badges_achievements"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","5","inactive","Day 1","Scarcity_and_Impatience","Ready to Discover Your Special Badge?","Apna special badge discover karne ready ho?","A quick 'Welcome Back' challenge awaits to unlock a unique achievement just for you.","Ek quick 'Welcome Back' challenge aapke liye unique achievement unlock karega.","See My Challenge","Apna Challenge Dekho","Friendly","nan","badges_achievements"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","5","inactive","Day 1","Scarcity_and_Impatience","Don't Miss Out! Your Welcome Back Badge Awaits.","Miss mat karo! Welcome Back Badge wait kar raha hai.","Many are earning their exclusive re-engagement badge. Complete your challenge now!","Bahut log exclusive re-engagement badge jeet rahe hain. Challenge pura karo abhi!","Start Challenge Now","Abhi Challenge Shuru Karo","Motivational","nan","badges_achievements"
"Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","5","inactive","Day 1","Scarcity_and_Impatience","Your Welcome Back Badge: Claim Now!","Aapka Welcome Back Badge: Abhi Claim Karo!","Complete a quick challenge today to earn your exclusive re-engagement achievement.","Aaj hi ek quick challenge complete karke apna exclusive badge jeeto.","Claim Badge","Badge Claim Karein","Professional","nan","badges_achievements"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T1","5","inactive","Day 7","Scarcity_and_Impatience","Your Progress Report Awaits! Don't Miss Out.","Aapka Progress Report Ready Hai! Miss Mat Karna.","See your amazing improvements and unlock new goals. Your learning journey is waiting.","Apni incredible improvements dekho aur naye goals set karo. Aapki journey wait kar rahi hai.","View Report Now","Report Dekho","Motivational","nan","progress_reports"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T2","5","inactive","Day 7","Scarcity_and_Impatience","Reclaim Your Achievements: See How Far You've Come!","Apni Mehnat Dekho: Kitni Door Aa Chuke Ho!","Don't let your hard work fade. Your personalized report highlights every milestone.","Apni mehnat ko waste mat hone do. Apni report mein har milestone dekho.","Check Your Progress","Progress Dekho","Encouraging","nan","progress_reports"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T3","5","inactive","Day 7","Scarcity_and_Impatience","What's New In Your Progress Report?","Aapke Progress Report Mein Kya Naya Hai?","Discover your latest strengths and areas for growth before they're old news!","Apni latest strengths aur growth areas dekho, kahin miss na ho jaye!","Explore Your Report","Report Check Karo","Friendly","nan","progress_reports"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T4","5","inactive","Day 7","Scarcity_and_Impatience","Don't Miss Your Moment to Shine!","Apni Jeet Celebrate Karne Ka Mauka Mat Chhodo!","Many are celebrating their progress. See your own growth and join them!","Sab apni progress celebrate kar rahe hain. Apni growth dekho aur join karo!","Celebrate Your Wins","Apni Wins Dekho","Celebratory","nan","progress_reports"
"Dormant_Achiever_Day_7_Scarcity_and_Impatience_T5","5","inactive","Day 7","Scarcity_and_Impatience","Your Progress Awaits. Don't Delay!","Aapka Progress Wait Kar Raha Hai. Abhi Dekho!","Quick look at your improvements. It's time to shine.","Apni improvements par ek quick look. Shine karne ka time hai.","See My Report","Meri Report Dekho","Supportive","nan","progress_reports"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T1","5","inactive","Day 14","Scarcity_and_Impatience","Unlock Your 'Consistent Learner' Badge This Week!","Iss week apna 'Consistent Learner' badge paao!","Complete 10 lessons and earn your well-deserved badge before the week ends.","10 lessons poore karo aur week khatam hone se pehle badge jeeto.","Start Learning","Abhi Seekho","Encouraging","nan","badges_achievements"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T2","5","inactive","Day 14","Scarcity_and_Impatience","Don't Miss Out: Your Achievement Awaits!","Miss mat karo: Tumhari achievement wait kar rahi hai!","Feel the pride of earning your 'Consistent Learner' badge this week. Just 10 lessons!","Iss week apna 'Consistent Learner' badge paakar proud feel karo. Bas 10 lessons!","Claim Your Badge","Apna Badge Jeeto","Motivational","nan","badges_achievements"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T3","5","inactive","Day 14","Scarcity_and_Impatience","Curious What You're Missing?","Kya tum kuch miss kar rahe ho?","Your 'Consistent Learner' badge is within reach this week. How many lessons have you done?","Iss week apna 'Consistent Learner' badge paane ka chance hai. Kitne lessons complete kiye?","Check Progress","Progress Dekho","Friendly","nan","badges_achievements"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T4","5","inactive","Day 14","Scarcity_and_Impatience","Others Are Earning It – Don't Miss Your Badge!","Log kama rahe hain – apna badge miss mat karo!","Join learners earning their 'Consistent Learner' badge. Only a few days left this week!","Aur learners ki tarah apna 'Consistent Learner' badge paao. Iss week bas kuch din bache hain!","Start Now","Abhi Shuru Karo","Supportive","nan","badges_achievements"
"Dormant_Achiever_Day_14_Scarcity_and_Impatience_T5","5","inactive","Day 14","Scarcity_and_Impatience","Badge Alert! Weekly Goal Ends Soon!","Badge Alert! Weekly Goal khatam hone wala hai!","Earn your 'Consistent Learner' badge. 10 lessons this week!","Apna 'Consistent Learner' badge jeeto. Iss week 10 lessons!","Get Your Badge","Apna Badge Paao","Celebratory","nan","badges_achievements"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T1","5","inactive","Day 30","Scarcity_and_Impatience","Don't Miss Your Climb!","Apna Rank Miss Mat Karo!","Your leaderboard rank is waiting. Check it now to set your goal for next month's top spot!","Leaderboard par tumhara rank wait kar raha hai. Abhi check karo aur next month ka goal set karo!","See My Rank","Rank Dekho","Motivational","nan","leaderboards"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T2","5","inactive","Day 30","Scarcity_and_Impatience","Ready to Claim Your Spot?","Apna Spot Claim Karne Ko Ready?","Your potential is huge! Check the leaderboards to see where you stand and conquer next month.","Tumhara potential bahut bada hai! Leaderboards dekho aur next month conquer karo.","View Leaderboards","Leaderboards Dekho","Encouraging","nan","leaderboards"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T3","5","inactive","Day 30","Scarcity_and_Impatience","What's Your Current Rank?","Tumhara Current Rank Kya Hai?","Curious about your position? Check the leaderboards now and plan your climb for next month!","Apni position janne ke liye curious ho? Abhi leaderboards dekho aur next month ka climb plan karo!","Check My Rank","Rank Check Karo","Friendly","nan","leaderboards"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T4","5","inactive","Day 30","Scarcity_and_Impatience","The Race is On!","Race Shuru Ho Gayi Hai!","Your peers are setting new records. See the leaderboards to join the competition and set your goal!","Tumhare dost naye records bana rahe hain. Leaderboards dekho aur apna goal set karo!","Compete Now","Abhi Compete Karo","Celebratory","nan","leaderboards"
"Dormant_Achiever_Day_30_Scarcity_and_Impatience_T5","5","inactive","Day 30","Scarcity_and_Impatience","Your Rank Awaits!","Tumhara Rank Wait Kar Raha Hai!","See your leaderboard position. Set your goal for next month!","Leaderboard par apni position dekho. Next month ka goal set karo!","View Rank","Rank Dekho","Supportive","nan","leaderboards"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","6","inactive","Day 1","Creativity_and_Feedback","Boost Your Fluency Today!","Apni Fluency Badhao Aaj!","Start your daily lesson to refresh skills and get instant AI feedback.","Daily lesson shuru karo skills refresh karne aur instant AI feedback paane ke liye.","Start Lesson","Lesson Shuru Karo","Motivational","daily_lessons","daily_lessons"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","6","inactive","Day 1","Creativity_and_Feedback","Feeling Stuck? Sia Can Help!","Stuck Feel Kar Rahe Ho? Sia Help Karegi!","Your daily lesson is ready with Sia's personalized feedback to guide your progress.","Aapki daily lesson Sia ke personalized feedback ke saath ready hai, aapki progress guide karne ke liye.","Meet Sia","Sia Se Milo","Empathetic","ai_tutor_sia","daily_lessons"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","6","inactive","Day 1","Creativity_and_Feedback","Want to Sound More Confident?","Aur Confident Bolna Chahte Ho?","Our Pronunciation Coach in today's daily lesson offers instant feedback to refine your speech.","Aaj ki daily lesson mein Pronunciation Coach se instant feedback pao, apni speech sudharne ke liye.","Improve Pronunciation","Pronunciation Sudharo","Friendly","pronunciation_coach","daily_lessons"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","6","inactive","Day 1","Creativity_and_Feedback","Don't Miss Your Progress!","Apni Progress Miss Mat Karo!","Complete your daily lesson to unlock personalized progress reports and see your improvement.","Daily lesson poori karo personalized progress reports unlock karne aur improvement dekho.","View Progress","Progress Dekho","Encouraging","progress_reports","daily_lessons"
"Dormant_Scholar_Day_1_Creativity_and_Feedback_T5","6","inactive","Day 1","Creativity_and_Feedback","Master Grammar, Fast!","Grammar Mein Master Bano, Jaldi!","Start your daily lesson for instant grammar feedback and speak perfectly.","Daily lesson shuru karo instant grammar feedback aur perfect bolo.","Fix My Grammar","Grammar Theek Karo","Supportive","grammar_guardian","daily_lessons"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T1","6","inactive","Day 7","Creativity_and_Feedback","Speak Confidently, Instantly!","Confidence se bolo, abhi!","Get real-time pronunciation and grammar corrections with Sia. Practice makes perfect!","Sia ke saath real-time pronunciation aur grammar corrections paao. Practice se perfection aayegi.","Start Chatting","Baat Karo","Motivational","ai_tutor_sia","ai_tutor"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T2","6","inactive","Day 7","Creativity_and_Feedback","Hesitant to Speak?","Bolne mein jhijhak hai?","Sia understands. Practice English conversations in a safe space, get instant corrections.","Sia samajhti hai. Bina jhijhak practice karo, instant corrections paao.","Chat with Sia","Sia se Baat Karein","Empathetic","sia_chat","ai_tutor"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T3","6","inactive","Day 7","Creativity_and_Feedback","How Clear is Your English?","Aapki English kitni clear hai?","Discover your pronunciation strengths and get instant feedback from Sia, your AI coach.","Apni pronunciation check karo aur Sia se instant feedback paao, your AI coach.","Check Pronunciation","Pronunciation Check Karo","Friendly","pronunciation_coach","ai_tutor"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T4","6","inactive","Day 7","Creativity_and_Feedback","Don't Let Grammar Hold You Back!","Grammar ko apni weakness mat banne do!","Get instant, contextual corrections from Sia, your Grammar Guardian. Perfect your English now.","Sia se instant grammar corrections paao. Abhi apni English perfect karo.","Fix My Grammar","Grammar Sudharo","Encouraging","grammar_guardian","ai_tutor"
"Dormant_Scholar_Day_7_Creativity_and_Feedback_T5","6","inactive","Day 7","Creativity_and_Feedback","Master Real-World English.","Real life English master karo.","Practice practical scenarios with Sia. Get immediate feedback and build confidence.","Sia ke saath practical scenarios practice karo. Instant feedback paao.","Practice Now","Abhi Practice Karo","Supportive","role_based_practice","ai_tutor"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T1","6","inactive","Day 14","Creativity_and_Feedback","Unlock Your Learning Potential!","Apni learning potential unlock karo!","Your personalized progress report is ready. See your growth and master new skills.","Tumhari personalized progress report ready hai. Apni growth dekho aur naye skills master karo.","View Report","Report Dekho","Motivational","progress_reports","progress_reports"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T2","6","inactive","Day 14","Creativity_and_Feedback","Celebrate Your Journey!","Apni journey celebrate karo!","Remember your hard work? Your progress report shows how far you've come.","Yaad hai kitni mehnat ki thi? Tumhari progress report dikhaegi kitna aage badhe ho.","See Your Progress","Progress Dekho","Celebratory","vocabulary_builder","progress_reports"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T3","6","inactive","Day 14","Creativity_and_Feedback","Curious About Your Growth?","Apni growth ke baare mein curious ho?","Your latest progress report reveals key insights into your learning journey.","Tumhari latest progress report mein learning journey ke insights hain.","Discover More","Aur Jaano","Friendly","grammar_guardian","progress_reports"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T4","6","inactive","Day 14","Creativity_and_Feedback","Don't Miss Your Insights!","Apne insights miss mat karo!","Your personalized progress report is waiting. See where you're excelling and how to improve.","Tumhari personalized progress report wait kar rahi hai. Dekho kahan improve kar sakte ho.","Get Feedback Now","Feedback Dekho","Empathetic","daily_lessons","progress_reports"
"Dormant_Scholar_Day_14_Creativity_and_Feedback_T5","6","inactive","Day 14","Creativity_and_Feedback","Your Progress Awaits!","Tumhara progress wait kar raha hai!","See your amazing learning journey in your detailed report.","Apni amazing learning journey detail report mein dekho.","View Report","Report Dekho","Encouraging","pronunciation_coach","progress_reports"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T1","6","inactive","Day 30","Creativity_and_Feedback","Boost Your Professional Communication Skills","Apni Professional Skills Boost Karein","Practice real-world scenarios in Role-Based Practice. Get immediate feedback to refine your skills.","Role-Based Practice mein real-world scenarios practice karein. Immediate feedback se skills refine karein.","Start Practicing","Practice Karein","Professional","role_based_practice","role_based_practice"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T2","6","inactive","Day 30","Creativity_and_Feedback","Conquer Your Professional Goals!","Apne Professional Goals Poore Karein!","Sia helps you master professional communication. Practice interactive role-play scenarios with confidence.","Sia aapko professional communication master karne mein help karegi. Confidence se interactive role-play scenarios practice karein.","Practice with Sia","Sia Ke Saath Practice","Motivational","ai_tutor_sia","role_based_practice"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T3","6","inactive","Day 30","Creativity_and_Feedback","How's Your Professional Growth?","Aapki Professional Growth Kaisi Hai?","Discover how Role-Based Practice can instantly boost your communication skills. See your improvement!","Dekhein kaise Role-Based Practice aapki communication skills instant boost kar sakti hai. Apni improvement dekhein!","Check Your Progress","Progress Dekhein","Friendly","progress_reports","role_based_practice"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T4","6","inactive","Day 30","Creativity_and_Feedback","Don't Miss Out on Skill Mastery!","Skill Mastery Miss Mat Karein!","Top learners are acing interviews with Role-Based Practice. Start your professional scenario today!","Top learners Role-Based Practice se interviews crack kar rahe hain. Aaj hi apna professional scenario shuru karein!","Practice Now","Abhi Practice Karein","Encouraging","daily_lessons","role_based_practice"
"Dormant_Scholar_Day_30_Creativity_and_Feedback_T5","6","inactive","Day 30","Creativity_and_Feedback","Master Professional Roles.","Professional Roles Master Karein.","Practice scenarios, get feedback, grow confidently. Perfect your communication.","Scenarios practice karein, feedback paayein, confidence se badhein.","Start Role-Play","Role-Play Shuru Karein","Supportive","pronunciation_coach","role_based_practice"
"Paid_Competitive_Week_1_Ownership_and_Possession_T1","7","paid","Week 1","Ownership_and_Possession","Don't Break Your Streak, Boost Your Coins!","Streak Mat Todo, Coins Badhao!","Every day you practice, your streak grows, and so do your daily coin rewards.","Har din practice se streak badhegi, aur daily coins bhi milenge.","Practice Now","Abhi Practice Karo","Motivational","coins","streaks"
"Paid_Competitive_Week_1_Ownership_and_Possession_T2","7","paid","Week 1","Ownership_and_Possession","Your Streak is a Badge of Honor!","Aapki Streak, Aapka Samman!","Celebrate your consistent effort! Maintain your streak to earn exclusive achievement badges.","Apni mehnat celebrate karo! Streak maintain karke special badges jeeto.","See Your Progress","Progress Dekho","Celebratory","badges_achievements","streaks"
"Paid_Competitive_Week_1_Ownership_and_Possession_T3","7","paid","Week 1","Ownership_and_Possession","Where Does Your Streak Rank?","Aapki Streak Kahan Rank Karti Hai?","Your daily streak isn't just progress; it's your spot on the leaderboard! Check it out.","Aapki daily streak sirf progress nahi, leaderboard pe aapki jagah hai! Dekho.","View Leaderboard","Leaderboard Dekho","Friendly","leaderboards","streaks"
"Paid_Competitive_Week_1_Ownership_and_Possession_T4","7","paid","Week 1","Ownership_and_Possession","Don't Miss Your Daily Coins!","Daily Coins Miss Mat Karo!","Keep your streak alive to secure your valuable daily coin rewards. Others are earning theirs!","Apni streak barkarar rakho aur daily coins pao. Sab kama rahe hain!","Secure Coins Now","Abhi Coins Secure Karo","Encouraging","coins","streaks"
"Paid_Competitive_Week_1_Ownership_and_Possession_T5","7","paid","Week 1","Ownership_and_Possession","Protect Your Streak. Practice!","Apni Streak Bachao. Practice Karo!","A quick practice with Sia helps maintain your streak and progress. Don't break it!","Sia ke saath quick practice se streak aur progress bani rahegi.","Practice with Sia","Sia Ke Saath Practice","Supportive","sia_chat","streaks"
"Paid_Competitive_Week_2_Ownership_and_Possession_T1","7","paid","Week 2","Ownership_and_Possession","You Just Unlocked a New Badge!","Badhai ho! Naya Badge aapka hua!","Claim your reward and see what challenges await for your next achievement.","Apna reward claim karo aur dekho next achievement ke liye kya challenges hain.","Claim Badge Now","Badge Claim Karo","Celebratory","badges_achievements","badges_achievements"
"Paid_Competitive_Week_2_Ownership_and_Possession_T2","7","paid","Week 2","Ownership_and_Possession","Power Up Your Progress!","Apni Progress ko Power Up karo!","Every challenge completed earns you coins. Unlock exclusive rewards with your achievements!","Har challenge complete karne par coins milenge. Achievements se exclusive rewards unlock karo!","Earn More Coins","Aur Coins Kamao","Motivational","coins","badges_achievements"
"Paid_Competitive_Week_2_Ownership_and_Possession_T3","7","paid","Week 2","Ownership_and_Possession","How's Your Badge Collection Growing?","Aapke Badges kitne badhe?","See how your achievements stack up against others on the leaderboard this week!","Dekho is week leaderboard par aapki achievements dusron se kitni aage hain!","Check Your Rank","Apna Rank Dekho","Friendly","leaderboards","badges_achievements"
"Paid_Competitive_Week_2_Ownership_and_Possession_T4","7","paid","Week 2","Ownership_and_Possession","Learners Are Earning New Badges!","Sab naye Badges kama rahe hain!","Don't miss out! Complete your challenges today to earn your next achievement.","Miss mat karna! Aaj hi challenges poore karo aur apna agla achievement paao.","Start Earning Badges","Badges Kamao","Encouraging","badges_achievements","badges_achievements"
"Paid_Competitive_Week_2_Ownership_and_Possession_T5","7","paid","Week 2","Ownership_and_Possession","Master Skills, Earn Badges.","Skills Master karo, Badges paao.","Practice with Sia to complete challenges and unlock exclusive achievements.","Sia ke saath practice karo, challenges poore karo aur achievements unlock karo.","Chat with Sia","Sia se Baat Karo","Professional","sia_chat","badges_achievements"
"Paid_Competitive_Week_4_Ownership_and_Possession_T1","7","paid","Week 4","Ownership_and_Possession","Climb Higher, Own Your Spot!","Top Par Aao, Apni Jagah Pakki Karo!","Your leaderboard rank is waiting. See where you stand and improve your position today!","Leaderboard mein aapka rank wait kar raha hai. Dekho kahan ho aur aage badho!","Check Leaderboard","Leaderboard Dekho","Motivational","leaderboards","leaderboards"
"Paid_Competitive_Week_4_Ownership_and_Possession_T2","7","paid","Week 4","Ownership_and_Possession","Boost Your Score, Earn More Coins!","Score Badhao, Aur Coins Kamao!","Every correct answer earns you coins. Use them to dominate the leaderboards!","Har sahi jawab se coins milenge. Leaderboards mein top pe aane ke liye use karo!","Earn Coins Now","Abhi Coins Kamao","Encouraging","coins","leaderboards"
"Paid_Competitive_Week_4_Ownership_and_Possession_T3","7","paid","Week 4","Ownership_and_Possession","What's Your Next Big Achievement?","Agla Badge Kaun Sa Milega?","Compete on leaderboards to unlock exclusive badges and show off your mastery.","Leaderboards pe compete karke naye badges unlock karo aur apna skill dikhao.","See Achievements","Achievements Dekho","Friendly","badges_achievements","leaderboards"
"Paid_Competitive_Week_4_Ownership_and_Possession_T4","7","paid","Week 4","Ownership_and_Possession","Your Rivals Are Climbing. Are You?","Competitors Aage Badh Rahe Hain, Aap Kahan Ho?","The weekly leaderboard is dynamic. Ensure your position by practicing now.","Weekly leaderboard change ho raha hai. Apna spot maintain karne ke liye abhi practice karo.","View Rankings","Rankings Dekho","Professional","leaderboards","leaderboards"
"Paid_Competitive_Week_4_Ownership_and_Possession_T5","7","paid","Week 4","Ownership_and_Possession","Top Performer! Keep the Edge.","Top Performer! Edge Maintain Rakho.","Your skills are sharp. Practice with Sia to stay ahead of the competition.","Aapke skills sharp hain. Competition se aage rehne ke liye Sia ke saath practice karo.","Chat with Sia","Sia Se Baat Karo","Celebratory","sia_chat","leaderboards"
